id,age,height,weight,inseam,armLength,shoulderLength,chestCirc,waistCirc,hipCirc,kneeCirc,calfCirc,armCirc,headCirc
5-0072,24,1724,65,789,561,428,902,743,986,379,359,311,550
5-0073,25,1714,53,810,557,406,813,663,911,353,343,336,540
5-0074,23,1715,48,790,558,411,813,618,890,341,330,351,540
5-0075,24,1707,59,788,565,440,855,673,925,376,359,328,550
5-0076,32,1656,47,780,552,400,805,607,864,336,324,357,550
5-0077,25,1591,83,691,522,441,1060,932,1095,453,421,354,580
5-0078,25,1545,54,676,513,386,893,711,949,365,358,368,550
5-0079,26,1629,55,742,529,418,877,673,918,373,343,331,560
5-0080,22,1627,70,723,514,434,928,815,1031,404,406,380,550
5-0081,25,1628,54,738,529,410,834,694,951,367,362,377,540
5-0082,26,1538,44,713,502,361,800,662,865,321,307,340,530
5-0108,25,1715,57,801,578,419,854,686,923,370,359,312,550
5-0109,27,1639,59,760,550,412,914,695,954,379,370,325,560
5-0110,26,1689,53,784,552,407,806,644,927,368,355,332,550
5-0111,23,1649,50,784,551,406,819,664,877,346,347,343,550
5-0112,25,1585,47,697,512,390,778,625,891,353,355,353,530
5-0118,27,1623,63,758,554,406,884,775,974,383,386,379,550
5-0119,33,1548,65,684,529,439,950,891,963,387,379,335,530
5-0120,30,1604,74,731,534,403,1009,843,1037,386,384,357,560
5-0139,27,1641,50,765,546,359,806,645,877,347,343,389,540
5-0140,26,1558,48,721,517,376,808,615,865,339,347,419,540
5-0141,25,1593,50,728,511,415,803,635,887,339,346,384,540
5-0142,20,1577,59,736,525,383,899,736,933,377,378,326,550
5-0143,33,1485,40,680,480,383,772,585,841,330,329,376,520
5-0144,36,1569,52,723,524,407,839,696,890,360,350,361,540
5-0145,25,1514,46,687,384,365,790,633,901,338,327,366,530
5-0146,27,1675,62,774,551,424,876,716,983,372,372,332,550
5-0147,29,1655,65,796,535,388,895,733,1000,420,390,310,550
5-0148,28,1676,52,777,543,360,837,667,878,333,345,364,550
5-0149,24,1565,74,694,505,425,950,843,1028,450,422,371,550
5-0150,20,1588,48,746,524,382,803,651,860,349,346,347,520
5-0151,21,1520,48,685,513,368,789,639,889,377,371,322,520
5-0152,25,1630,55,763,542,376,839,713,928,362,366,383,540
5-0153,39,1541,57,698,496,416,912,780,925,364,343,358,530
5-0167,53,1548,62,703,516,436,930,815,997,385,351,373,540
5-0168,59,1484,57,665,524,413,963,842,917,357,337,281,540
5-0169,52,1575,64,720,536,416,937,830,1019,367,371,298,530
5-0170,45,1570,58,719,552,350,911,802,942,351,346,283,550
5-0171,54,1537,54,703,503,405,881,782,942,354,332,296,540
5-0172,54,1529,56,678,501,392,837,759,946,390,362,405,530
5-0173,53,1491,53,673,487,405,908,811,940,355,339,420,550
5-0188,38,1500,51,676,505,393,850,721,887,308,304,345,540
5-0195,21,1571,42,730,493,378,720,586,808,299,309,328,560
5-0196,21,1634,58,726,515,430,846,681,925,334,339,344,570
5-0197,21,1590,57,736,505,420,861,706,936,344,354,328,540
5-0198,68,1568,68,689,528,389,939,913,1029,354,332,321,590
5-0199,39,1613,73,721,542,408,971,841,1027,362,382,368,590
5-0202,22,1700,56,797,673,398,823,670,945,356,303,327,550
5-0206,20,1640,49,773,550,399,837,620,880,330,294,315,550
5-0207,41,1591,56,728,523,428,860,682,893,314,319,351,560
5-0208,39,1630,65,742,533,421,904,726,1022,356,348,341,550
5-0211,23,1636,55,744,527,411,828,662,946,323,306,221,570
5-0212,24,1661,73,734,560,426,930,770,1042,373,367,294,570
5-0213,58,1453,50,658,483,384,869,794,856,298,292,347,530
5-0214,66,1606,66,714,544,368,904,868,973,357,356,314,570
5-0215,60,1532,62,674,502,405,924,929,937,354,318,280,540
5-0216,63,1493,62,687,533,386,931,885,913,302,302,269,560
5-0218,63,1521,60,679,524,394,930,931,923,306,305,203,570
5-0219,69,1499,53,697,514,390,896,825,888,307,298,386,550
5-0220,60,1516,47,661,495,398,825,700,864,339,312,391,560
5-0223,65,1521,55,653,508,395,857,865,914,336,321,253,550
5-0224,58,1561,52,715,543,390,838,700,890,335,311,191,550
5-0226,23,1649,49,759,554,420,778,600,889,325,302,234,550
5-0227,27,1588,75,680,492,397,944,838,1095,429,410,285,570
5-0228,26,1614,50,724,496,370,817,634,879,330,296,319,550
5-0229,26,1593,55,741,524,405,840,654,944,341,332,316,560
5-0230,26,1527,45,691,481,393,780,652,892,316,292,345,530
5-0231,24,1632,55,760,533,390,868,670,945,335,316,329,560
5-0236,36,1541,48,698,494,382,815,650,879,317,304,288,530
5-0238,28,1696,64,780,555,434,884,696,937,356,362,244,570
5-0239,24,1575,56,744,525,376,885,690,941,325,341,318,570
5-0240,65,1598,67,708,550,395,926,919,958,322,327,339,560
5-0244,27,1645,63,775,533,398,876,716,970,343,342,292,540
5-0245,25,1698,55,769,552,390,790,627,915,316,319,327,570
5-0246,37,1604,61,715,515,393,935,843,929,303,319,303,540
5-0247,25,1581,50,732,535,376,815,668,873,321,317,318,550
5-0260,50,1536,46,712,512,370,810,655,861,297,281,190,520
5-0261,50,1619,53,734,533,407,825,680,913,307,308,261,530
5-0262,46,1552,57,725,523,398,890,795,906,342,326,318,550
5-0263,43,1591,58,743,533,414,880,753,911,345,326,264,560
5-0264,49,1516,45,688,516,355,835,770,840,294,284,263,540
5-0265,42,1593,57,722,528,411,917,814,916,309,308,283,560
5-0268,44,1535,60,713,505,394,830,782,944,339,346,263,550
5-0269,46,1590,56,717,518,369,880,755,921,328,315,329,560
5-0270,45,1548,43,701,505,369,782,655,836,296,287,294,550
5-0271,49,1545,49,713,541,384,859,761,870,299,296,370,510
5-0272,42,1567,59,722,522,399,885,765,959,357,357,309,550
5-0273,36,1559,52,707,515,397,854,718,860,323,317,276,540
5-0288,59,1599,66,694,510,439,937,873,960,348,361,346,560
5-0289,55,1576,59,725,536,382,875,869,928,309,298,259,530
5-0290,60,1618,63,699,543,404,880,784,939,330,344,323,580
5-0291,51,1556,48,686,498,389,830,675,868,296,285,307,550
5-0292,55,1558,58,721,522,396,905,851,918,327,325,311,540
5-0293,52,1605,56,703,527,421,880,833,926,307,283,267,530
5-0294,43,1523,52,688,518,364,883,750,902,313,301,298,540
5-0295,42,1585,55,694,515,414,855,744,933,316,298,342,550
5-0296,59,1494,51,689,487,383,878,769,892,296,290,392,550
5-0297,62,1558,55,709,538,406,866,782,920,315,330,299,560
5-0298,41,1614,57,726,525,383,860,767,923,329,311,318,560
5-0299,40,1643,69,772,555,387,960,863,978,347,336,304,560
5-0300,27,1691,66,760,570,438,915,765,995,357,355,366,560
5-0301,57,1546,47,673,505,377,810,677,855,277,279,346,530
5-0302,59,1523,54,658,494,373,876,830,870,319,305,247,530
5-0318,22,1604,62,761,546,388,880,746,915,325,349,362,560
5-0319,66,1573,74,696,553,398,945,915,1056,372,362,323,550
5-0321,31,1666,68,759,555,412,912,780,1004,336,346,271,570
5-0322,20,1575,47,720,517,374,778,638,887,312,295,308,550
5-0323,20,1615,49,745,524,404,820,609,861,320,314,298,580
5-0325,23,1553,44,696,495,394,819,624,840,303,292,290,530
5-0326,29,1540,50,684,509,397,812,628,881,326,321,338,550
5-0327,60,1455,46,665,476,369,783,757,852,316,294,339,540
5-0328,61,1550,63,657,525,379,964,902,977,321,320,355,570
5-0329,64,1511,61,673,518,375,902,978,1011,332,332,309,540
5-0330,21,1672,56,786,553,379,798,660,956,323,332,331,580
5-0331,37,1625,55,770,567,401,844,716,888,317,322,334,550
5-0334,22,1503,60,678,513,396,907,745,932,329,344,295,580
5-0335,49,1550,55,697,520,405,866,727,902,312,326,279,550
5-0336,49,1588,54,725,533,407,865,751,886,322,295,363,550
5-0337,25,1603,55,724,535,395,826,700,930,333,316,286,560
5-0338,44,1546,66,700,504,409,917,815,960,338,352,286,560
5-0339,52,1506,64,664,513,386,939,842,925,345,338,275,570
5-0340,47,1477,50,656,483,371,840,770,889,314,299,317,550
5-0342,25,1552,45,730,503,372,780,605,852,288,304,351,540
5-0348,43,1540,56,686,505,363,858,733,916,324,323,285,550
5-0349,39,1539,54,713,506,375,920,735,877,300,314,297,550
5-0350,38,1540,56,686,505,403,858,733,916,323,324,363,550
5-0352,47,1478,46,641,484,380,799,661,870,309,284,306,550
5-0353,51,1603,64,730,525,426,937,880,906,333,334,289,570
5-0354,52,1558,59,700,521,358,869,797,939,326,341,290,570
5-0355,52,1556,65,707,525,429,915,879,939,343,356,352,560
5-0360,46,1571,53,683,505,394,834,694,891,344,325,309,560
5-0361,39,1558,54,703,534,363,867,712,942,307,321,348,550
5-0362,55,1494,53,671,514,363,855,770,906,323,313,333,540
5-0363,35,1580,63,722,524,383,920,776,990,333,354,257,570
5-0364,40,1590,60,711,530,391,890,770,965,325,335,313,580
5-0365,42,1674,72,762,556,450,999,796,1000,345,365,266,570
5-0366,45,1625,56,743,528,388,842,696,910,320,310,276,540
5-0367,49,1627,56,753,533,402,827,690,937,320,316,367,550
5-0368,51,1554,52,712,525,384,855,741,902,313,295,285,560
5-0369,30,1551,65,709,528,377,928,854,1008,374,361,374,560
5-0370,21,1599,64,709,520,411,900,732,1028,335,353,347,570
5-0371,21,1623,55,743,521,393,858,695,908,334,314,290,560
5-0372,43,1568,62,690,533,400,900,790,957,330,334,340,560
5-0373,51,1585,61,700,532,406,906,851,926,334,318,344,540
5-0374,38,1536,60,682,507,403,890,854,960,327,324,307,550
5-0377,35,1532,52,692,508,393,880,735,902,294,292,369,530
5-0378,33,1547,55,699,515,381,886,728,894,332,316,291,550
5-0379,37,1603,55,737,532,392,861,702,924,336,318,274,570
5-0380,27,1681,46,818,583,368,796,615,823,310,284,269,520
5-0381,27,1601,59,710,505,408,890,691,949,325,348,315,540
5-0382,32,1541,56,698,513,381,872,727,913,316,320,273,540
5-0384,55,1454,49,663,494,345,853,771,842,305,296,262,530
5-0385,21,1606,45,744,525,391,776,644,836,312,296,338,550
5-0386,61,1503,52,688,516,386,835,730,910,346,319,280,530
5-0389,33,1614,58,683,542,362,876,713,932,327,311,286,560
5-0390,48,1527,71,695,534,395,962,996,1010,348,341,257,570
5-0391,49,1446,49,644,485,377,857,770,937,291,293,231,530
5-0392,54,1493,67,673,506,424,987,972,968,345,332,291,530
5-0393,51,1507,67,665,498,394,960,908,950,350,331,309,560
5-0394,63,1593,58,738,551,382,898,790,925,310,297,320,540
5-0395,54,1508,53,632,500,399,875,758,856,295,314,286,530
5-0396,60,1518,59,695,536,393,936,947,857,324,308,285,530
5-0397,20,1691,60,788,581,389,860,675,939,350,322,329,560
5-0398,32,1524,48,685,513,356,791,661,882,311,293,317,540
5-0399,30,1563,43,716,518,361,795,617,825,302,283,301,550
5-0400,29,1599,46,722,517,388,811,628,885,298,295,335,570
5-0408,45,1455,53,613,478,366,883,772,938,322,310,303,550
5-0409,57,1498,54,672,529,361,898,867,872,304,288,288,540
5-0410,53,1515,54,687,542,359,868,744,891,332,305,311,570
5-0411,59,1494,58,632,473,368,939,813,914,328,299,288,540
5-0412,51,1524,57,657,500,386,943,817,907,298,315,326,540
5-0413,42,1577,52,715,533,404,795,742,914,323,310,310,540
5-0414,42,1630,65,703,538,419,928,851,935,334,313,366,540
5-0415,43,1565,67,701,524,408,921,841,1002,357,376,282,550
5-0416,48,1506,49,673,507,366,864,750,875,310,301,280,520
5-0419,37,1573,58,677,521,369,905,801,937,322,328,242,540
5-0421,48,1609,52,711,536,392,888,730,900,313,288,296,540
5-0422,48,1579,53,705,522,397,888,715,900,307,318,292,560
5-0423,46,1576,63,688,516,409,986,843,982,319,327,300,550
5-0424,52,1556,60,661,530,403,923,813,964,355,349,327,560
5-0425,34,1506,48,645,483,382,816,700,916,308,298,343,560
5-0426,47,1577,56,695,500,410,895,765,893,325,316,348,560
5-0427,47,1603,56,718,525,372,878,765,952,321,319,382,540
5-0428,40,1565,54,699,533,405,844,722,967,321,293,297,550
5-0430,20,1574,48,696,516,380,806,645,908,321,271,267,530
5-0431,40,1512,52,651,475,374,873,687,913,327,333,308,540
5-0432,44,1573,60,686,526,408,931,783,967,321,323,326,560
5-0433,41,1563,60,710,534,392,929,837,953,322,317,297,560
5-0436,54,1650,78,745,569,408,998,957,1072,379,367,275,570
5-0437,63,1501,51,662,520,370,910,825,878,284,264,351,540
5-0438,26,1559,59,707,533,354,905,800,942,342,337,337,540
5-0439,24,1658,63,744,549,375,911,723,1022,356,333,319,550
5-0440,36,1559,59,678,496,384,911,780,937,320,319,368,560
5-0441,38,1546,51,693,536,389,837,690,894,318,322,322,530
5-0443,29,1556,52,674,516,369,886,760,922,329,324,320,550
5-0444,46,1502,51,647,505,382,880,802,891,299,288,323,530
5-0445,55,1532,57,676,520,365,905,845,917,325,297,255,550
5-0446,44,1486,52,641,489,363,884,808,873,306,287,238,570
5-0447,64,1476,52,636,526,364,849,768,946,323,283,277,520
5-0448,50,1524,88,678,520,453,1082,1090,1123,383,371,287,570
5-0449,48,1591,63,715,556,403,898,825,983,326,324,315,560
5-0450,44,1556,58,658,513,377,878,796,960,330,327,328,540
5-0467,34,1585,48,693,532,376,792,643,861,310,293,270,540
5-0469,38,1644,62,762,585,383,850,754,1017,351,319,282,540
5-0471,22,1631,54,742,520,370,813,666,878,331,338,243,560
5-0472,32,1596,52,714,527,390,858,711,888,308,313,266,560
5-0473,30,1496,49,663,484,369,829,639,906,314,301,373,540
5-0474,20,1612,59,738,548,414,896,729,940,349,339,324,560
5-0475,37,1688,78,754,540,436,973,858,1056,411,367,366,580
5-0476,41,1519,54,657,505,393,885,718,896,321,332,330,530
5-0484,53,1582,60,691,532,391,878,803,920,338,325,322,540
5-0485,27,1577,52,689,506,352,821,683,910,330,308,292,560
5-0486,45,1574,50,712,528,394,837,754,864,300,287,266,550
5-0487,44,1546,56,678,506,413,865,771,925,320,347,342,540
5-0488,42,1520,51,660,503,383,818,736,881,314,313,293,530
5-0489,44,1598,58,688,531,400,885,792,921,316,328,297,560
5-0490,38,1554,53,701,520,386,829,715,955,328,308,275,550
5-0492,24,1581,50,691,504,384,814,653,884,325,318,372,570
5-0493,53,1644,62,751,518,382,916,826,958,339,321,347,560
5-0494,53,1517,59,650,508,380,874,834,939,326,332,199,570
5-0495,40,1545,52,668,503,380,830,721,922,319,331,302,520
5-0496,56,1477,59,616,494,401,916,837,926,377,373,318,530
5-0499,53,1537,49,660,512,381,852,740,877,308,288,357,550
5-0502,52,1530,49,673,521,375,809,748,908,320,286,282,530
5-0503,57,1547,58,662,520,383,890,788,977,351,337,337,540
5-0504,53,1492,56,628,491,377,934,815,933,317,316,292,560
5-0505,48,1607,49,740,545,415,807,693,883,296,292,334,530
5-0506,26,1563,46,689,508,389,790,614,861,311,304,289,550
5-0507,51,1488,49,644,480,372,820,707,888,316,318,254,550
5-0508,41,1573,51,690,522,405,836,732,875,301,298,338,550
5-0509,42,1599,60,719,548,397,889,750,958,320,323,310,550
5-0510,44,1557,52,701,507,387,840,741,943,317,304,310,560
5-0514,52,1484,50,615,481,339,806,710,911,306,299,306,540
5-0515,53,1576,56,747,546,391,845,758,913,322,324,273,550
5-0516,46,1547,48,678,491,375,802,660,859,303,309,315,560
5-0517,56,1554,47,690,518,363,815,730,857,289,270,291,530
5-0518,55,1548,54,702,533,386,852,726,917,315,319,307,530
5-0542,58,1545,49,700,517,336,846,627,879,302,290,424,550
5-0543,57,1496,53,658,496,401,890,810,855,299,300,345,550
5-0544,23,1545,49,661,499,391,814,669,871,305,311,353,550
5-0547,46,1560,48,723,525,359,842,711,873,295,275,301,530
5-0548,46,1540,53,699,513,381,856,755,891,312,328,428,530
5-0549,51,1545,51,691,503,369,813,725,930,311,309,320,550
5-0552,60,1540,60,676,519,391,896,860,946,319,315,304,560
5-0553,51,1589,64,691,513,397,959,837,920,324,307,339,560
5-0554,51,1504,54,656,505,363,880,794,909,320,319,316,540
5-0562,68,1516,57,646,504,399,881,851,936,325,327,369,560
5-0563,41,1548,53,697,533,406,882,797,910,311,291,385,560
5-0564,55,1583,63,707,547,389,925,834,996,343,343,284,560
5-0565,51,1560,55,708,525,394,885,815,890,308,297,266,550
5-0566,55,1591,62,725,530,396,933,887,963,333,317,283,540
5-0567,49,1558,56,682,512,369,960,785,915,313,332,228,570
5-0568,23,1594,52,747,536,383,842,668,930,334,297,295,550
5-0569,52,1555,56,694,525,384,856,791,936,338,333,242,540
5-0570,56,1530,58,686,500,380,896,895,869,321,311,302,550
5-0571,66,1508,48,672,525,387,846,732,858,291,288,288,540
5-0572,61,1599,75,751,590,401,980,960,1004,381,351,316,560
5-0573,66,1473,65,652,515,377,953,968,965,343,337,288,560
5-0574,54,1500,53,681,502,357,866,845,890,301,274,343,570
5-0575,58,1557,63,705,543,380,942,922,940,334,313,304,550
5-0576,47,1514,62,652,513,389,910,875,990,349,356,315,540
5-0577,44,1597,58,712,546,379,860,788,923,339,319,231,550
5-0578,53,1562,63,656,514,384,910,876,940,333,321,321,550
5-0579,30,1577,52,705,497,402,805,701,894,318,312,324,540
5-0580,54,1614,64,738,565,379,889,870,924,336,329,363,540
5-0581,57,1486,51,625,474,390,846,766,876,307,300,344,530
5-0582,60,1476,38,619,484,357,760,614,785,283,263,307,530
5-0583,58,1485,49,654,492,386,832,780,888,317,321,344,550
5-0584,46,1526,45,660,518,391,778,641,837,305,287,307,550
5-0586,66,1525,67,722,524,391,941,980,978,351,345,311,540
5-0590,41,1543,54,643,508,385,855,739,906,323,306,313,550
5-0591,48,1540,53,682,528,394,843,738,906,317,278,255,560
5-0592,42,1523,53,670,504,366,818,720,945,341,335,356,540
5-0593,35,1568,57,695,508,373,862,708,915,344,316,277,550
5-0594,59,1556,59,666,502,430,922,880,911,322,307,197,550
5-0595,39,1570,53,694,508,389,860,776,919,315,304,291,530
5-0596,39,1636,55,712,505,415,827,692,940,325,318,321,550
5-0597,51,1494,56,652,494,389,859,779,931,351,319,321,540
5-0598,46,1537,51,676,508,369,846,763,879,311,293,293,560
5-0599,60,1537,71,647,523,386,963,936,980,345,343,298,540
5-0600,62,1495,53,661,511,376,854,805,886,305,308,391,550
5-0601,57,1580,73,710,547,395,971,924,1014,375,367,235,570
5-0602,59,1536,53,671,528,346,867,859,888,300,268,267,520
5-0603,54,1468,49,647,496,345,800,756,903,304,294,342,540
5-0604,55,1540,49,687,512,365,824,741,862,309,283,264,530
5-0605,48,1574,50,701,535,396,893,760,860,288,291,270,530
5-0617,41,1537,53,656,459,400,846,700,922,329,311,302,550
5-0618,65,1488,46,639,482,380,822,788,824,296,268,302,560
5-0619,44,1598,49,742,505,407,806,691,880,293,276,268,560
5-0620,43,1562,48,691,516,365,812,722,859,298,288,256,570
5-0621,44,1523,52,713,523,358,802,738,933,295,311,275,540
5-0622,43,1569,52,712,514,391,848,734,864,318,300,218,560
5-0623,65,1513,58,684,527,389,886,867,904,335,313,290,570
5-0624,67,1413,46,620,475,363,846,841,856,273,277,306,530
5-0626,50,1518,62,690,513,394,913,913,948,327,311,347,550
5-0627,27,1555,51,681,503,387,812,727,905,318,317,340,560
5-0628,24,1559,59,736,535,377,877,829,939,337,327,318,530
5-0629,30,1603,52,730,543,398,819,650,885,316,305,313,560
5-0630,34,1548,47,680,525,371,810,671,851,298,280,327,550
5-0631,36,1602,54,713,535,382,816,714,932,322,321,221,570
5-0632,62,1455,64,641,485,377,936,915,930,354,341,237,550
5-0633,63,1408,58,591,475,393,901,866,949,333,318,315,560
5-0634,60,1557,61,694,515,389,921,890,926,323,317,314,550
5-0635,50,1542,63,698,516,376,914,870,928,337,323,324,580
5-0636,50,1598,65,714,535,389,930,838,912,334,333,260,550
5-0637,51,1535,56,675,494,357,852,819,934,351,297,335,540
5-0639,51,1481,52,651,517,376,830,755,921,313,303,360,550
5-0640,54,1496,57,665,503,378,870,811,923,334,326,369,570
5-0641,54,1636,67,724,540,373,940,915,922,338,314,354,550
5-0642,52,1434,53,667,526,380,884,817,899,318,317,312,550
5-0657,65,1464,54,630,497,368,861,846,925,303,312,284,550
5-0658,59,1592,54,720,544,387,826,751,924,318,314,314,550
5-0659,46,1609,50,742,543,426,852,673,855,307,301,289,560
5-0660,22,1533,46,676,494,355,777,662,870,312,304,352,550
5-0661,22,1601,45,740,522,401,770,618,876,322,305,330,550
5-0662,49,1475,59,650,502,388,929,829,934,341,317,319,570
5-0663,49,1555,69,697,556,432,985,987,970,336,339,373,550
5-0664,25,1551,56,704,522,387,864,768,910,330,342,300,560
5-0665,35,1575,50,690,517,372,820,706,907,308,296,270,530
5-0666,39,1595,55,729,525,349,864,758,895,339,332,317,540
5-0667,46,1650,64,740,542,411,876,856,963,336,326,304,560
5-0668,53,1506,56,685,517,362,905,880,900,316,296,313,540
5-0669,21,1589,55,737,544,357,815,694,921,341,333,313,550
5-0670,50,1554,49,695,500,368,793,737,885,306,288,341,540
5-0671,44,1595,66,701,544,393,846,892,995,345,330,279,540
5-0672,54,1576,59,717,532,354,884,838,924,333,326,306,540
5-0673,56,1513,57,676,511,364,924,843,902,304,307,349,550
5-0674,55,1566,59,692,501,384,907,875,869,322,311,281,550
5-0675,66,1538,59,694,528,379,880,870,908,326,304,324,550
5-0676,53,1523,52,676,523,363,838,762,892,331,305,338,570
5-0677,21,1475,45,672,487,389,832,676,890,301,286,302,540
5-0678,44,1502,41,682,505,355,766,625,800,296,290,347,530
5-0679,44,1601,62,727,544,418,926,771,961,315,329,346,550
5-0680,43,1530,59,644,467,388,869,722,957,348,335,323,570
5-0681,41,1531,57,693,531,400,875,780,919,327,322,349,550
5-0682,27,1682,56,795,562,379,840,670,909,337,321,248,570
5-0696,24,1512,43,676,503,380,790,654,851,299,286,348,540
5-0697,56,1504,56,642,491,376,896,787,939,315,308,336,550
5-0698,62,1582,51,684,523,368,853,704,880,298,289,328,540
5-0699,44,1586,69,673,513,404,968,886,989,336,348,315,560
5-0701,63,1566,63,708,536,416,921,926,913,341,300,332,530
5-0702,55,1528,57,693,515,356,888,851,913,318,307,296,540
5-0703,47,1451,54,626,508,415,950,830,876,286,221,296,560
5-0704,47,1603,54,721,542,370,901,735,872,305,310,296,560
5-0705,54,1555,71,667,525,412,1002,940,970,356,329,292,550
5-0706,56,1455,50,614,492,373,865,819,837,306,285,333,570
5-0713,22,1629,53,741,538,391,813,705,916,333,321,310,570
5-0715,40,1670,68,737,548,419,947,816,982,352,348,354,560
5-0716,38,1540,46,691,512,396,833,730,863,300,310,318,530
5-0717,62,1586,57,736,540,392,897,808,910,323,311,336,530
5-0718,53,1485,52,652,522,373,886,785,888,313,301,325,560
5-0719,57,1502,53,628,496,373,872,797,893,320,313,374,560
5-0720,54,1525,53,662,503,378,911,789,874,308,318,362,570
5-0721,67,1532,68,686,534,400,942,987,933,362,331,358,560
5-0722,34,1606,57,724,538,418,862,741,935,337,312,297,550
5-0723,49,1531,61,676,519,396,940,862,951,341,328,299,560
5-0724,49,1568,68,712,528,387,1002,927,925,338,337,316,550
5-0725,64,1586,66,729,551,427,987,930,964,342,336,277,570
5-0726,64,1519,64,663,508,393,941,980,952,338,307,327,540
5-0727,62,1555,59,690,543,351,923,871,956,332,333,306,550
5-0728,46,1635,68,715,554,417,962,820,1012,359,341,321,560
5-0729,47,1511,56,666,515,364,892,814,930,311,313,326,560
5-0730,51,1518,52,702,522,358,878,807,880,314,292,336,560
5-0739,51,1500,57,677,511,370,910,824,924,322,315,267,540
5-0740,51,1584,54,724,545,386,872,830,890,294,292,277,550
5-0741,57,1526,42,690,508,350,780,687,823,283,254,289,540
5-0742,51,1565,55,706,535,393,867,830,892,321,308,292,530
5-0744,57,1626,72,731,553,402,969,928,945,360,336,295,570
5-0745,30,1647,54,746,540,371,810,697,910,327,318,303,580
5-0747,46,1492,51,660,493,391,840,774,879,301,324,285,550
5-0749,65,1524,41,676,531,373,784,704,792,267,243,304,520
5-0750,27,1606,53,735,534,386,816,660,900,318,328,330,570
5-0751,36,1540,50,687,505,366,852,684,871,314,312,334,550
5-0762,60,1580,52,713,525,397,841,771,899,305,285,346,560
5-0763,62,1506,64,635,532,401,968,922,937,349,305,298,560
5-0764,64,1478,51,656,492,369,852,814,848,298,291,339,540
5-0765,57,1600,70,705,552,381,970,923,938,349,331,344,590
5-0766,46,1600,70,709,576,407,970,920,980,337,337,356,560
5-0769,57,1481,58,645,496,373,895,837,953,334,323,266,550
5-0770,30,1589,50,742,536,379,807,660,870,316,313,279,570
5-0771,57,1555,62,682,525,387,892,880,916,337,320,260,570
5-0772,60,1547,64,704,522,402,937,928,931,350,334,342,560
5-0773,48,1603,57,719,546,402,884,814,894,313,291,337,540
5-0774,52,1551,61,684,512,383,945,851,969,331,324,295,560
5-0775,21,1571,61,709,528,380,904,700,984,352,363,296,570
5-0776,65,1539,54,670,512,364,866,778,929,319,295,303,570
5-0777,27,1617,55,764,537,384,858,661,938,329,329,337,570
5-0778,62,1483,54,658,513,367,910,832,908,327,286,316,550
5-0779,24,1549,46,704,516,390,815,637,869,286,293,292,540
5-0780,23,1646,55,715,537,402,858,664,936,330,313,286,550
5-0781,51,1590,75,701,534,371,994,1001,1012,337,340,360,580
5-0782,50,1557,52,707,530,373,880,763,865,306,307,347,560
5-0783,50,1539,68,691,523,390,969,908,1025,338,339,325,560
5-0784,44,1546,58,668,513,389,889,750,967,324,332,315,570
5-0785,23,1608,52,763,574,411,844,682,898,330,312,287,560
5-0786,53,1520,52,693,543,380,895,811,884,318,305,265,550
5-0788,55,1492,48,650,512,373,832,764,886,290,267,270,550
5-0789,49,1506,57,650,487,387,956,842,904,309,297,375,540
5-0790,39,1555,60,705,513,401,890,823,965,331,353,332,560
5-0791,59,1541,59,668,524,353,918,870,947,340,314,323,560
5-0792,53,1536,58,656,509,389,917,790,956,313,323,270,570
5-0793,53,1535,64,675,520,379,947,949,941,326,307,354,560
5-0794,57,1586,62,711,547,379,937,900,943,337,332,325,550
5-0795,36,1660,66,719,547,401,932,796,995,373,375,321,580
5-0796,65,1578,73,687,528,395,952,990,990,388,380,297,570
5-0797,45,1498,58,676,519,393,934,872,933,343,338,318,550
5-0798,56,1618,66,726,544,405,946,786,1008,362,351,362,590
5-0807,69,1464,64,635,510,367,934,963,949,355,337,319,550
5-0808,66,1548,73,676,536,421,1004,980,1029,387,359,293,570
5-0809,62,1484,61,654,509,420,990,928,910,335,335,358,550
5-0810,63,1562,52,718,542,412,858,761,871,309,293,300,530
5-0811,68,1453,44,649,506,375,809,730,848,311,281,364,530
5-0812,69,1481,58,681,523,370,919,862,945,365,315,307,550
5-0813,36,1568,61,716,555,424,942,781,967,355,352,365,580
5-0814,28,1543,59,665,505,400,881,742,1005,353,372,314,550
5-0815,57,1495,50,676,505,368,879,702,889,326,313,345,550
5-0816,63,1500,72,676,508,417,1004,945,1015,389,352,300,540
5-0817,20,1644,55,738,525,381,850,677,915,343,354,282,560
5-0826,65,1481,65,663,520,439,983,981,978,356,345,372,580
5-0828,61,1605,68,735,540,435,997,900,954,371,347,256,550
5-0829,65,1518,57,642,513,387,922,876,925,330,332,280,550
5-0830,65,1466,48,622,504,376,817,738,878,319,303,326,550
5-0831,51,1419,46,631,492,338,846,777,861,317,308,301,530
5-0832,32,1581,59,698,530,370,866,698,954,364,366,289,570
5-0833,28,1624,43,765,524,384,777,570,820,317,299,306,560
5-0834,59,1468,60,637,510,379,961,882,940,338,345,261,560
5-0835,60,1507,68,659,513,424,995,954,988,371,346,319,570
5-0836,21,1657,63,741,552,423,893,701,963,371,357,388,570
5-0837,21,1717,62,766,546,395,881,696,960,358,348,339,570
5-0840,51,1487,59,649,487,370,922,922,922,352,357,353,570
5-0841,46,1529,53,670,522,382,862,739,920,323,317,331,550
5-0842,61,1571,63,700,540,423,925,865,930,358,339,288,540
5-0843,61,1453,55,669,514,383,901,887,936,338,332,317,550
5-0844,64,1572,63,681,540,420,925,853,922,350,359,241,580
