id,age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,bodyvalue,type
2427e_3dm,20,155,49,77,70,16,36,51,52,40,86,39,69,25,55,30,235,20rtf
2434e_3dm,30,158,59,81,75,17,34,53,59,36,97,36,69,26,56,29,251,30tf
2445e_3dm,30,151,44,74,65,16,30,48,49,36,87,46,65,27,54,28,229,30avgf
2448e_3dm,20,161,50,78,69,16,32,56,52,38,87,41,75,29,56,28,238,20btf
2450e_3dm,30,162,63,85,83,15,34,55,59,40,100,41,72,28,56,27,272,30tf
2451e_3dm,30,152,45,73,65,15,30,49,48,35,85,39,67,25,53,26,222,30avgf
2452e_3dm,30,160,57,85,76,16,31,52,55,38,90,37,72,26,56,27,255,30avgf
2453e_3dm,30,158,58,85,78,16,34,55,56,37,97,40,70,29,54,27,261,30avgf
2454e_3dm,30,157,46,70,62,15,29,49,50,35,85,32,67,26,57,28,210,30avgf
2455e_3dm,30,159,52,76,69,15,31,54,52,35,90,39,73,27,56,27,236,30tf
2457e_3dm,30,154,44,66,59,15,29,50,49,38,86,35,68,28,56,26,204,30avgf
2458e_3dm,30,158,48,68,63,16,32,52,51,38,87,33,72,27,59,27,212,30avgf
2474e_3dm,30,168,47,70,62,16,29,59,49,40,86,37,80,26,54,27,216,30avgf
2475e_3dm,30,156,51,75,70,16,32,51,53,40,89,42,70,29,55,28,238,30avgf
2477e_3dm,30,153,43,66,62,15,33,50,47,36,82,46,67,28,55,27,217,30avgf
2478e_3dm,30,158,64,83,79,16,38,52,59,38,96,35,68,26,57,28,261,30avgf
2487e_3dm,30,152,66,88,86,17,34,51,61,40,103,39,66,27,58,25,279,30bqf
2488e_3dm,30,160,65,87,82,16,35,55,60,38,107,32,73,22,54,26,266,30avgf
2490e_3dm,30,156,42,74,67,15,29,50,46,36,83,35,69,27,54,26,218,30avgf
2491e_3dm,30,157,58,84,77,17,32,52,56,40,96,37,69,29,57,27,256,30avgf
2492e_3dm,30,158,63,88,83,16,31,54,59,38,99,36,73,27,55,24,270,30avgf
2493e_3dm,30,155,54,79,72,16,31,50,58,37,97,35,69,24,56,28,240,30avgf
2494e_3dm,30,157,44,66,61,14,29,53,48,37,83,41,70,29,55,27,212,30avgf
2495e_3dm,30,156,47,67,63,15,30,50,51,37,88,49,72,29,54,25,226,30avgf
2496e_3dm,30,156,52,79,71,16,32,53,52,39,91,41,71,30,54,28,243,30avgf
2497e_3dm,20,159,52,73,69,16,31,53,55,38,93,46,72,29,56,27,240,20btf
2498e_3dm,30,162,48,68,61,16,31,54,52,38,89,43,76,27,55,25,220,30avgf
2499e_3dm,30,166,69,90,81,17,36,55,59,40,100,45,73,30,55,30,285,30avgf
2514e_3dm,30,150,44,69,67,15,32,49,49,39,84,33,65,24,57,26,213,30avgf
2515e_3dm,30,159,51,70,66,16,32,54,54,41,90,36,72,29,56,29,223,30tf
2516e_3dm,30,156,73,95,92,18,39,52,63,41,102,35,68,27,57,26,295,30bqf
2517e_3dm,30,152,48,81,73,15,33,52,51,37,86,29,68,22,56,28,231,30avgf
2518e_3dm,30,149,52,80,76,15,32,49,55,37,90,27,65,21,56,26,235,30avgf
2520e_3dm,30,153,50,80,74,15,32,48,52,37,88,35,68,29,55,26,239,30avgf
2521e_3dm,30,154,54,79,75,16,34,51,54,38,90,26,68,20,56,27,234,30avgf
2522e_3dm,30,154,59,88,84,16,34,52,56,39,95,30,69,24,55,26,261,30avgf
2523e_3dm,30,157,57,84,81,16,34,53,54,37,94,40,70,28,55,27,262,30avgf
2527e_3dm,30,157,54,77,69,15,32,52,57,37,96,42,71,28,58,29,242,30avgf
2528e_3dm,30,158,50,72,66,15,31,53,54,36,89,43,69,32,55,27,231,30avgf
2529e_3dm,30,150,42,70,66,15,29,49,50,35,84,42,67,28,52,24,220,30avgf
2530e_3dm,30,156,58,84,73,17,36,53,57,46,96,47,68,28,56,29,262,30tf
2546e_3dm,30,157,48,70,63,16,30,55,51,37,90,39,71,27,56,28,220,30tf
2547e_3dm,20,150,70,93,88,58,34,51,65,40,105,34,67,30,55,25,285,20rtf
2548e_3dm,30,169,53,79,66,16,31,56,51,38,90,38,76,30,56,31,236,30tf
2551e_3dm,30,158,51,78,68,16,29,54,55,34,93,36,71,29,54,29,233,30avgf
2552e_3dm,30,158,47,74,65,15,30,54,53,36,87,37,72,26,53,27,223,30avgf
2555e_3dm,30,158,52,72,68,16,31,51,54,38,92,42,68,26,57,29,234,30avgf
2556e_3dm,30,157,53,78,72,16,33,52,54,39,90,42,70,27,56,29,245,30avgf
2567e_3dm,50,154,82,107,106,19,39,53,67,40,108,44,67,30,56,26,339,50avgf
2568e_3dm,30,156,47,77,70,14,28,53,52,37,88,40,71,27,54,26,234,30avgf
2570e_3dm,50,153,58,94,83,16,35,53,56,38,93,41,66,28,55,25,276,50tf
2571e_3dm,50,149,53,82,79,17,34,48,54,38,89,42,64,29,54,26,256,50avgf
2572e_3dm,30,153,53,82,76,17,35,52,52,39,89,40,67,27,55,27,251,30avgf
2573e_3dm,30,159,67,89,85,17,34,54,63,41,105,43,70,31,55,27,284,30avgf
2582e_3dm,30,166,62,80,74,17,34,58,60,41,96,37,76,27,57,27,253,30avgf
2583e_3dm,30,164,57,77,68,16,32,53,58,37,96,36,72,28,56,30,238,30tf
2584e_3dm,30,162,56,82,73,16,32,55,56,41,95,35,74,29,56,30,246,30tf
2585e_3dm,20,158,55,78,74,16,31,55,55,38,91,41,71,28,54,26,248,20btf
2586e_3dm,30,170,72,92,85,17,33,58,61,42,102,40,76,28,54,28,289,30avgf
2588e_3dm,30,150,52,81,77,16,32,50,55,38,89,39,63,27,56,26,249,30avgf
2613e_3dm,30,159,58,85,78,16,35,54,55,39,94,38,74,28,55,27,259,30avgf
2618e_3dm,30,158,55,77,71,16,34,50,54,37,90,33,68,25,56,27,236,30avgf
2619e_3dm,30,163,58,81,73,15,33,53,60,37,100,47,73,28,57,28,259,30tf
2620e_3dm,30,168,59,90,76,15,32,56,55,41,96,40,79,28,59,29,265,30tf
2621e_3dm,30,160,78,102,100,17,37,53,64,44,102,44,70,31,58,28,324,30tf
2622e_3dm,30,161,60,82,75,17,36,53,58,43,98,45,71,29,57,28,262,30tf
2623e_3dm,30,154,60,84,76,16,39,50,59,41,97,37,66,27,56,29,257,30avgf
2624e_3dm,30,161,54,80,73,16,34,54,54,41,92,39,73,28,57,27,246,30tf
2647e_3dm,30,165,61,83,73,16,32,55,57,40,95,42,73,27,57,32,259,30avgf
2648e_3dm,30,171,72,88,84,17,37,59,58,44,101,42,78,28,60,28,286,30tf
2649e_3dm,30,161,60,82,71,15,31,52,58,37,95,41,72,28,55,28,254,30avgf
2650e_3dm,30,160,50,70,63,16,32,51,52,38,89,40,69,26,57,27,223,30avgf
2651e_3dm,20,158,61,81,74,16,31,53,58,37,96,41,71,28,56,27,257,20btf
2652e_3dm,30,162,53,75,66,16,32,55,52,41,89,37,73,23,55,26,231,30avgf
2653e_3dm,20,160,58,81,75,16,31,56,59,38,95,35,74,28,55,26,249,20btf
2654e_3dm,30,160,51,77,68,14,30,56,54,41,91,37,74,29,57,25,233,30avgf
2661e_3dm,30,150,48,82,73,14,32,50,52,37,94,44,65,27,54,27,247,30avgf
2664e_3dm,30,159,50,78,69,15,32,53,53,39,91,40,69,26,55,29,237,30avgf
2665e_3dm,30,155,50,77,69,16,32,53,52,39,87,44,70,25,57,26,240,30sqllf
2666e_3dm,30,162,57,79,76,16,32,56,54,39,94,42,73,28,56,26,254,30tf
2667e_3dm,30,155,54,80,74,16,34,52,57,39,93,37,70,26,57,27,245,30avgf
2668e_3dm,30,158,62,86,77,16,34,54,60,39,99,36,69,30,57,26,261,30tf
2669e_3dm,30,155,46,67,61,15,31,50,52,35,87,41,66,28,58,29,215,30avgf
2681e_3dm,30,159,53,77,67,15,32,53,54,39,92,35,71,30,57,28,232,30tf
2688e_3dm,30,156,56,80,76,16,34,52,55,41,92,41,68,29,56,23,253,30avgf
2689e_3dm,30,164,52,74,65,16,32,57,51,37,90,36,76,24,54,28,227,30avgf
2690e_3dm,30,161,56,82,74,16,31,54,56,39,95,29,71,22,55,29,241,30avgf
2691e_3dm,30,159,50,71,66,15,29,53,56,38,89,32,71,23,55,30,219,30avgf
2693e_3dm,30,172,75,98,91,17,34,60,64,42,107,25,80,17,57,25,289,30tf
2694e_3dm,60,164,56,87,77,16,32,56,55,39,94,41,74,29,55,28,261,60qf
2701e_3dm,60,145,61,99,98,17,37,52,54,34,92,42,62,26,56,25,300,60qf
2704e_3dm,30,166,56,76,67,17,32,56,53,39,89,39,76,24,56,30,238,30tf
2709e_3dm,30,160,50,76,67,15,32,54,51,38,89,37,70,24,55,29,230,30avgf
2710e_3dm,60,145,54,90,82,17,34,50,56,35,94,37,61,27,54,25,263,60avgf
2711e_3dm,60,156,65,96,82,18,39,51,61,39,101,35,65,24,55,29,278,60avgf
2720e_3dm,60,157,55,84,79,17,35,52,54,39,91,42,68,31,55,28,260,60qf
2721e_3dm,60,156,55,84,74,17,34,54,55,39,92,44,67,30,55,28,257,60qf
2722e_3dm,60,151,58,87,90,17,35,53,52,38,88,40,65,27,57,26,275,60qf
2723e_3dm,60,151,67,106,99,17,37,53,58,40,97,44,69,28,56,24,316,60qf
2742e_3dm,60,153,50,82,79,17,34,56,48,38,87,48,69,31,55,23,259,60qf
2745e_3dm,60,148,54,88,85,16,34,49,52,37,89,42,64,29,55,24,269,60avgf
2748e_3dm,30,156,56,81,74,16,33,53,58,38,95,43,72,32,59,25,254,30tf
2751e_3dm,60,149,58,98,88,18,37,51,53,37,93,45,67,32,56,24,289,60avgf
2752e_3dm,30,161,47,72,65,15,34,52,52,40,87,46,71,30,56,28,230,30avgf
3002e_3dm,30,148,42,69,67,15,29,48,56,36,84,39,64,33,54,21,217,30avgf
3003e_3dm,30,160,53,84,74,16,34,52,55,40,94,41,73,29,56,28,252,30avgf
3004e_3dm,20,160,52,79,74,15,31,53,58,38,90,41,69,28,55,28,246,20btf
3005e_3dm,30,156,44,70,66,16,29,53,52,36,76,38,72,25,54,24,218,30avgf
3008e_3dm,40,148,52,78,77,17,34,51,59,40,98,38,66,29,53,23,245,40avgf
3009e_3dm,20,160,52,75,71,16,33,54,55,40,93,39,74,28,55,27,237,20btf
3010e_3dm,30,152,45,75,68,16,31,49,52,35,87,45,65,27,55,27,233,30avgf
3011e_3dm,30,155,51,77,77,17,33,50,56,37,90,42,66,31,55,25,247,30avgf
3012e_3dm,50,152,61,99,96,18,37,53,58,40,91,41,62,27,56,27,297,50avgf
3013e_3dm,40,150,52,81,78,17,33,52,50,39,89,43,68,30,53,26,254,40qf
3014e_3dm,40,154,57,87,79,18,38,51,57,39,95,35,68,31,55,25,258,40avgf
3015e_3dm,40,162,65,87,82,18,35,56,63,39,99,34,72,27,55,27,268,40qf
3016e_3dm,50,147,61,96,95,19,42,52,54,39,93,35,65,27,54,22,287,50tf
3017e_3dm,60,149,59,91,85,21,34,52,61,36,93,36,63,27,53,23,271,60qf
3018e_3dm,20,161,57,82,75,17,33,55,59,39,93,38,73,28,56,28,252,20btf
3019e_3dm,30,157,59,78,72,17,32,52,63,39,97,37,71,29,56,24,246,30avgf
3020e_3dm,30,164,66,90,78,17,35,55,63,41,98,43,72,26,57,28,277,30avgf
3021e_3dm,30,164,59,78,74,18,35,55,57,41,93,43,75,30,56,28,254,30tf
3022e_3dm,30,160,53,75,67,16,32,53,56,38,93,41,73,27,56,26,236,30avgf
3025e_3dm,60,151,62,96,98,18,38,54,57,36,95,40,68,30,56,21,296,60qf
3026e_3dm,50,151,51,99,96,18,40,52,60,37,89,37,66,26,54,26,283,50tf
3029e_3dm,40,147,62,98,100,16,37,52,60,36,96,43,65,33,55,21,303,40qf
3035e_3dm,60,145,48,88,89,17,36,51,49,36,84,35,64,26,53,21,260,60avgf
3036e_3dm,60,147,53,90,90,17,34,51,53,37,89,36,65,24,54,23,269,60avgf
3040e_3dm,60,145,54,91,87,18,37,51,54,36,90,42,60,31,53,28,274,60avgf
3041e_3dm,60,151,52,86,80,17,34,52,52,34,88,43,67,31,53,25,261,60qf
3042e_3dm,50,156,66,100,97,19,35,55,57,41,95,41,68,30,55,25,304,50tf
3043e_3dm,30,159,42,70,66,15,30,55,46,38,82,45,74,32,52,26,223,30avgf
3044e_3dm,20,162,59,86,76,17,33,55,55,40,90,43,72,30,53,29,264,20btf
3050e_3dm,30,163,55,78,69,15,31,53,57,38,98,38,70,27,54,31,240,30avgf
3051e_3dm,20,155,55,79,75,17,32,53,57,40,93,44,69,30,54,27,253,20btf
3053e_3dm,20,162,53,76,67,16,31,51,58,41,84,32,72,27,55,27,228,20rtf
3054e_3dm,30,159,63,83,77,16,33,53,66,40,101,36,70,24,57,28,259,30avgf
3055e_3dm,30,163,58,81,70,17,33,53,58,40,93,36,74,27,56,29,245,30avgf
3069e_3dm,30,167,54,74,66,18,34,56,61,41,93,40,73,29,56,29,234,30avgf
3070e_3dm,20,163,56,81,72,16,32,54,57,37,93,42,74,30,56,28,251,20btf
3071e_3dm,30,159,48,74,69,16,32,51,53,38,88,29,70,23,54,26,220,30avgf
3072e_3dm,30,156,47,74,69,16,32,51,52,37,84,37,72,24,54,24,227,30avgf
3073e_3dm,30,167,53,81,69,17,32,55,55,37,92,25,75,20,53,28,228,30avgf
3074e_3dm,30,154,41,68,63,15,30,50,49,37,83,39,68,29,53,26,211,30avgf
3075e_3dm,30,155,42,70,64,15,29,51,50,36,83,40,66,30,54,28,216,30avgf
3089e_3dm,20,166,52,76,66,17,31,55,52,38,89,47,76,30,54,27,241,20btf
3090e_3dm,30,145,46,73,67,16,31,48,55,35,87,40,63,28,54,24,226,30avgf
3091e_3dm,30,162,54,76,67,17,31,56,58,38,93,36,72,27,54,27,233,30avgf
3092e_3dm,20,164,61,82,73,18,33,56,57,40,95,41,73,32,55,29,257,20btf
3099e_3dm,20,166,60,82,74,17,33,58,61,40,93,34,75,29,54,29,250,20btf
3110e_3dm,40,163,59,82,75,17,35,55,58,39,95,39,72,28,55,29,255,40qf
3115e_3dm,30,169,57,79,70,16,32,56,58,40,95,36,78,27,56,27,242,30avgf
3116e_3dm,30,161,39,65,61,14,28,54,47,38,80,33,78,28,56,25,198,30avgf
3117e_3dm,30,159,50,76,66,16,31,52,54,38,89,37,71,26,52,26,229,30avgf
3132e_3dm,30,151,41,66,62,16,29,50,50,39,81,41,66,26,53,25,210,30avgf
3133e_3dm,20,165,68,82,76,18,34,57,63,40,99,41,75,28,57,28,267,20btf
3134e_3dm,30,167,52,74,68,16,31,55,56,40,91,36,78,26,53,29,230,30avgf
3135e_3dm,30,161,47,75,67,17,31,55,60,40,89,41,73,30,53,29,230,30avgf
3136e_3dm,20,151,54,78,76,17,36,50,55,40,91,34,68,27,54,24,242,20rtf
3137e_3dm,30,161,56,84,77,16,31,55,59,38,94,38,73,23,53,26,255,30avgf
3138e_3dm,30,161,55,79,72,17,32,55,59,39,92,31,72,25,54,29,237,30avgf
3139e_3dm,30,162,55,82,72,16,33,54,58,39,92,30,72,26,55,28,239,30avgf
3140e_3dm,20,161,56,78,72,18,32,55,59,38,93,34,73,28,55,26,240,20btf
3141e_3dm,30,154,48,78,69,16,31,54,55,36,89,36,72,26,55,25,231,30avgf
3152e_3dm,20,161,54,76,71,17,32,52,56,40,91,35,72,28,57,28,236,20rtf
3153e_3dm,20,161,59,85,78,17,33,54,60,39,95,37,73,28,57,26,259,20btf
3154e_3dm,30,161,55,81,73,16,33,52,56,37,97,36,69,26,54,29,245,30avgf
3155e_3dm,30,167,74,91,83,18,37,56,69,40,106,37,73,27,53,29,285,30avgf
3156e_3dm,30,169,54,76,69,15,32,57,56,40,92,36,78,27,54,29,235,30avgf
3157e_3dm,30,162,53,80,72,17,33,53,57,39,93,35,71,27,53,28,240,30avgf
3158e_3dm,20,165,58,84,75,16,32,54,58,39,95,38,73,28,56,29,255,20btf
3160e_3dm,30,177,66,82,69,18,32,60,57,40,97,44,80,24,57,31,261,30avgf
3161e_3dm,40,158,61,88,84,18,37,53,59,41,93,38,68,26,55,26,271,40qf
3162e_3dm,30,163,51,77,71,18,32,55,53,39,86,40,73,30,55,27,239,30avgf
3163e_3dm,30,154,56,82,80,18,35,51,53,41,86,34,68,27,56,25,252,30avgf
3164e_3dm,30,153,41,67,57,16,29,52,53,36,82,42,69,26,53,25,207,30avgf
3172e_3dm,30,158,54,74,67,18,32,52,56,43,92,34,69,26,54,27,229,30avgf
3173e_3dm,30,152,56,94,87,16,34,54,55,36,89,41,69,28,53,23,278,30avgf
3174e_3dm,30,149,40,66,62,16,29,47,48,35,43,36,65,27,55,25,204,30avgf
3175e_3dm,30,155,44,70,63,17,28,49,51,39,86,38,69,28,52,26,215,30avgf
3176e_3dm,40,153,50,78,73,17,32,51,61,40,87,38,65,29,55,28,239,40avgf
3177e_3dm,30,162,58,85,78,17,33,55,60,41,96,36,73,26,56,26,257,30avgf
3178e_3dm,30,159,43,69,63,16,30,52,52,36,83,40,72,26,53,26,215,30avgf
3179e_3dm,40,153,60,87,81,18,35,54,61,40,93,35,67,29,55,25,263,40qf
3180e_3dm,50,159,73,101,96,19,40,55,65,39,105,38,72,28,56,25,308,50avgf
3181e_3dm,50,151,67,106,101,19,35,52,60,38,96,38,68,27,55,21,312,50tf
3182e_3dm,40,159,54,84,72,17,33,54,56,37,90,38,70,31,53,26,248,40qf
3185e_3dm,50,151,51,80,71,18,33,51,54,34,89,35,65,24,53,27,237,50avgf
3186e_3dm,60,156,63,99,96,18,35,58,57,35,95,39,70,29,55,25,297,60qf
3189e_3dm,30,164,57,81,75,17,33,54,57,38,93,39,72,27,54,28,252,30avgf
3190e_3dm,30,167,58,80,72,18,32,59,57,37,93,39,78,27,58,26,249,30avgf
3191e_3dm,40,161,59,79,74,17,32,57,59,38,93,39,72,25,55,27,251,40qf
3192e_3dm,40,156,53,81,71,17,32,54,57,36,91,39,70,29,52,27,244,40qf
3193e_3dm,40,153,51,76,73,17,33,53,58,38,88,43,66,31,53,27,243,40qf
3194e_3dm,40,163,59,85,77,17,36,54,58,40,91,40,72,30,54,28,261,40qf
3195e_3dm,40,157,54,83,73,17,32,53,54,37,87,41,68,33,54,28,251,40qf
3196e_3dm,50,154,71,103,101,20,40,55,65,39,95,41,70,31,55,24,316,50tf
3197e_3dm,50,148,58,92,90,18,36,51,53,36,87,37,62,29,56,26,277,50avgf
3198e_3dm,40,161,59,91,79,19,36,51,62,35,93,42,73,27,54,30,271,40btf
3199e_3dm,30,171,49,70,65,17,31,59,50,38,87,42,79,26,53,27,226,30avgf
3200e_3dm,30,158,72,95,91,18,37,56,60,39,98,38,72,28,55,26,296,30avgf
3201e_3dm,30,152,46,80,72,17,31,50,53,37,84,40,67,26,54,26,238,30avgf
3202e_3dm,30,162,60,92,82,18,34,56,57,42,93,42,74,27,54,25,276,30avgf
3203e_3dm,50,149,53,86,84,17,35,54,58,35,89,35,68,27,54,25,258,50tf
3204e_3dm,50,159,60,89,85,18,38,55,58,38,89,34,72,26,53,27,268,50tf
3205e_3dm,50,0,0,0,0,0,0,0,0,0,0,42,0,32,55,0,42,50avgf
3206e_3dm,50,152,67,99,96,18,40,51,60,38,98,41,63,29,57,30,303,50rtf
3207e_3dm,30,159,49,74,66,17,31,52,55,37,90,42,72,31,53,27,231,30avgf
3208e_3dm,30,159,45,71,64,17,31,54,50,36,85,45,72,29,54,26,225,30avgf
3209e_3dm,30,158,67,98,92,18,37,54,61,37,97,42,68,29,56,28,299,30tf
3210e_3dm,30,165,55,82,74,18,33,56,55,36,91,38,75,26,53,27,249,30avgf
3211e_3dm,40,157,62,87,80,18,33,53,62,40,98,41,67,27,54,28,270,40qf
3212e_3dm,40,157,57,90,80,18,35,54,54,39,91,38,67,27,55,29,265,40qf
3213e_3dm,40,164,58,85,77,17,32,54,58,37,94,37,76,28,55,26,257,40qf
3214e_3dm,30,162,66,87,83,18,37,55,64,40,100,41,72,27,56,26,277,30tf
3215e_3dm,30,165,56,83,73,17,34,54,58,39,99,38,74,24,54,29,250,30avgf
3216e_3dm,30,154,57,83,76,17,33,51,60,38,93,43,66,27,53,28,259,30avgf
3217e_3dm,30,159,58,82,72,18,32,55,60,38,95,40,70,0,55,27,252,30avgf
3221e_3dm,60,144,45,82,77,18,33,49,49,34,82,38,62,25,54,24,242,60avgf
3224e_3dm,60,156,50,87,80,17,32,53,52,37,87,40,69,28,55,27,257,60qf
3225e_3dm,60,152,61,100,95,18,38,52,51,40,89,39,67,25,54,27,295,60qf
3227e_3dm,60,154,57,89,88,18,35,53,59,34,95,45,65,30,54,25,279,60qf
3235e_3dm,60,147,62,97,92,20,38,52,60,40,92,40,61,26,56,26,291,60qf
3236e_3dm,60,151,53,93,83,18,36,51,53,37,87,35,67,29,55,28,264,60avgf
3237e_3dm,60,152,59,97,89,18,35,53,57,36,91,40,67,29,56,26,285,60qf
3248e_3dm,60,153,53,88,78,17,32,52,54,37,92,41,68,27,54,27,260,60qf
3249e_3dm,60,167,54,86,77,18,32,60,52,35,90,40,76,29,55,28,257,60qf
3250e_3dm,60,152,63,95,88,19,36,53,62,40,99,29,62,21,56,27,275,60qf
3253e_3dm,60,151,61,99,93,18,37,55,55,38,95,37,66,26,54,0,290,60bqf
3255e_3dm,60,149,62,100,95,19,36,54,61,35,98,38,68,31,53,23,295,60qf
3257e_3dm,60,144,44,80,74,16,33,52,53,31,85,38,67,27,54,25,236,60qf
3259e_3dm,60,151,52,83,82,17,33,56,52,37,89,36,68,29,54,26,253,60qf
3260e_3dm,60,152,58,97,90,17,36,51,55,37,92,46,66,29,55,28,291,60avgf
3261e_3dm,60,147,55,91,87,16,35,51,59,36,88,43,64,31,54,25,276,60avgf
3262e_3dm,60,153,53,86,83,18,36,57,49,38,84,44,69,32,54,26,266,60qf
3266e_3dm,60,146,57,100,92,17,35,50,59,35,100,29,63,0,55,27,278,60avgf
3272e_3dm,40,155,50,80,70,16,32,50,60,39,89,35,65,22,53,29,235,40avgf
3273e_3dm,40,165,64,76,69,16,30,57,56,40,93,32,76,21,55,29,241,40qf
3274e_3dm,30,154,51,82,75,18,33,52,53,38,87,43,68,28,53,25,251,30avgf
3275e_3dm,30,154,53,79,72,17,32,50,59,38,89,33,68,25,53,25,237,30avgf
3276e_3dm,40,155,63,74,67,17,34,55,60,39,96,34,69,24,53,29,238,40qf
3281e_3dm,30,166,50,77,68,17,32,56,52,40,86,36,75,25,54,28,231,30avgf
3282e_3dm,30,162,45,70,63,16,31,55,49,41,83,35,75,25,53,27,213,30avgf
3283e_3dm,50,136,46,84,80,16,34,48,49,35,84,37,59,27,52,24,247,50avgf
3284e_3dm,30,158,61,88,80,18,36,52,61,36,95,43,70,28,55,27,272,30bqf
3289e_3dm,30,153,55,82,76,18,32,52,58,37,95,43,66,27,53,26,256,30avgf
3290e_3dm,30,158,60,88,81,18,34,54,56,37,92,36,71,28,54,27,265,30avgf
3291e_3dm,30,167,54,77,68,17,34,57,52,41,87,38,75,25,55,31,237,30avgf
3292e_3dm,30,153,45,71,65,16,31,52,52,37,86,40,67,25,53,26,221,30avgf
3293e_3dm,30,150,54,83,77,17,33,52,60,38,92,44,65,30,53,27,258,30avgf
3294e_3dm,30,160,57,82,75,17,34,53,58,40,93,38,71,23,54,28,252,30avgf
3295e_3dm,30,162,51,74,68,17,33,53,54,37,88,39,72,29,55,29,232,30avgf
3303e_3dm,30,152,49,82,73,17,33,50,52,38,89,44,67,30,54,28,248,30avgf
3304e_3dm,30,161,56,83,76,18,33,54,56,38,93,39,72,26,55,26,254,30avgf
3305e_3dm,30,155,61,90,86,17,37,52,57,41,94,39,68,28,54,26,276,30bqf
3308e_3dm,30,156,50,77,69,16,31,52,56,36,91,42,69,31,55,22,238,30avgf
3310e_3dm,30,157,69,95,87,20,36,54,65,40,101,34,69,27,55,28,285,30avgf
3311e_3dm,30,157,42,67,63,18,29,53,50,38,82,39,74,28,52,25,211,30avgf
3312e_3dm,30,157,48,74,69,16,33,55,53,39,89,44,73,29,52,24,235,30avgf
3314e_3dm,20,160,52,78,71,16,32,57,53,37,89,37,73,28,54,27,238,20btf
3315e_3dm,30,162,44,70,64,15,30,55,52,38,85,41,76,29,54,25,219,30avgf
3316e_3dm,30,165,53,83,71,17,31,57,52,36,90,37,75,26,55,28,244,30avgf
3317e_3dm,30,157,48,74,69,16,32,52,55,37,85,38,70,26,54,25,229,30avgf
3318e_3dm,30,158,45,76,68,16,31,55,51,37,85,39,72,26,52,25,228,30avgf
3319e_3dm,30,165,57,80,72,17,35,54,59,41,92,43,73,26,55,27,252,30avgf
3320e_3dm,40,160,70,73,66,17,31,56,50,41,103,45,74,33,56,28,254,40qf
3321e_3dm,30,165,48,73,66,17,32,57,47,41,84,42,75,27,53,26,229,30avgf
3322e_3dm,30,160,59,86,81,19,33,55,58,41,93,45,72,30,54,27,271,30avgf
3323e_3dm,30,162,49,75,70,16,31,54,52,38,85,38,73,27,54,27,232,30avgf
3324e_3dm,30,162,63,89,80,18,35,56,60,39,98,40,70,29,55,29,272,30avgf
3325e_3dm,30,165,73,96,89,18,38,57,67,41,105,40,74,30,56,27,298,30tf
3326e_3dm,30,160,49,77,71,17,32,54,50,37,88,44,70,31,54,28,241,30avgf
3327e_3dm,40,150,53,75,68,18,34,51,54,38,87,42,66,31,52,25,238,40avgf
3328e_3dm,60,152,60,98,92,17,37,55,58,36,96,43,70,28,54,25,293,60qf
3340e_3dm,60,147,62,102,95,18,40,52,57,41,92,41,64,27,53,26,300,60qf
3343e_3dm,60,146,51,93,87,18,35,53,51,34,86,37,63,26,54,27,268,60qf
3352e_3dm,60,151,46,80,73,16,35,55,51,36,86,39,68,28,53,26,238,60qf
3354e_3dm,60,148,58,103,94,18,37,51,58,36,93,35,63,25,55,26,290,60avgf
3364e_3dm,60,144,60,102,92,18,37,52,64,31,99,39,59,29,52,28,293,60qf
3367e_3dm,60,156,77,115,106,20,37,57,60,38,110,37,66,30,56,29,335,60qf
3375e_3dm,30,160,53,75,66,17,31,53,56,38,93,36,72,26,55,25,230,30avgf
3376e_3dm,30,166,64,94,86,18,36,59,58,37,97,38,76,23,56,27,282,30tf
3377e_3dm,30,147,44,73,66,16,30,48,54,33,88,37,63,28,52,26,220,30avgf
3378e_3dm,20,158,59,90,77,17,33,54,64,37,97,36,67,29,55,28,262,20btf
3379e_3dm,30,149,52,80,76,17,35,49,55,39,88,39,64,25,55,26,247,30avgf
3380e_3dm,30,157,66,98,87,18,37,56,65,39,100,36,69,27,55,29,287,30avgf
3382e_3dm,30,160,49,72,68,17,31,54,53,40,91,34,72,26,55,25,223,30avgf
3384e_3dm,30,164,67,87,78,19,35,56,66,38,105,38,72,28,57,26,270,30tf
3388e_3dm,30,167,60,84,73,18,33,55,59,38,99,41,74,28,55,28,258,30avgf
3389e_3dm,30,157,43,69,61,15,31,56,53,37,88,37,73,28,55,24,210,30avgf
3390e_3dm,30,165,50,73,65,17,31,60,51,39,88,40,79,29,55,25,228,30avgf
3401e_3dm,30,155,43,73,65,16,30,53,50,35,89,42,69,24,54,26,223,30avgf
3402e_3dm,30,157,43,69,64,17,31,53,49,37,86,40,69,30,53,28,216,30avgf
3403e_3dm,30,161,54,81,70,17,34,55,56,36,91,43,72,31,55,30,248,30avgf
3404e_3dm,20,162,59,81,74,17,31,58,60,39,99,38,73,28,56,28,252,20btf
3405e_3dm,30,160,70,90,84,18,34,57,64,38,105,40,70,27,56,30,284,30avgf
3406e_3dm,30,154,56,87,80,17,34,52,56,35,90,37,66,26,54,27,260,30avgf
3407e_3dm,30,165,59,87,77,17,33,56,63,39,98,37,72,27,57,29,260,30tf
