,age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,shoulderDegree,bodyvalue,type
425,38,169,63,82,78,14,35,56,54,43,90,34,74,24,59,26,23,257,30sqm
426,33,169,51,71,64,13,35,58,42,40,85,38,79,27,57,27,22,224,30avgm
427,38,175,65,73,72,14,34,57,52,41,92,38,79,23,59,26,28,248,30sqm
428,38,159,66,85,90,16,37,55,53,41,92,35,70,27,57,25,26,276,30bqm
429,35,160,65,89,85,14,37,54,52,44,90,37,70,25,56,29,30,276,30avgm
430,39,165,72,91,91,15,40,53,59,43,95,38,73,23,60,25,32,292,30bqm
431,52,158,63,86,88,13,36,53,54,40,92,37,68,25,60,26,28,274,50qm
432,32,159,57,79,76,13,32,56,51,39,88,38,71,26,53,27,27,250,30avgm
433,32,155,65,89,89,15,38,53,54,39,91,35,64,24,58,26,22,278,30bqm
434,43,169,67,87,85,14,34,55,58,39,92,38,73,25,57,27,28,277,40avgm
435,42,169,72,84,84,15,36,55,61,39,94,36,75,23,57,27,29,276,40avgm
436,31,159,55,71,71,15,33,56,46,37,84,37,71,26,56,26,25,234,30avgm
437,34,170,81,88,87,15,40,60,64,43,100,39,76,25,57,27,21,295,30avgm
438,48,176,77,87,84,14,38,59,58,45,94,40,80,28,57,28,29,288,40avgm
439,31,170,69,81,81,14,35,56,56,43,97,41,75,27,56,25,24,272,30bqm
440,40,179,58,68,66,14,33,62,47,44,90,41,81,26,57,28,23,233,40avgm
441,42,161,61,86,85,16,38,53,54,41,93,43,69,24,56,27,30,275,40avgm
442,37,159,59,87,87,16,36,54,49,39,87,38,72,30,57,28,27,271,30bqm
443,35,172,71,85,81,14,36,59,63,46,98,38,79,23,59,28,25,275,30avgm
444,62,168,71,80,77,15,37,57,57,45,96,40,74,23,60,27,30,268,60brtm
445,35,172,77,94,92,16,38,59,61,43,99,37,80,27,55,26,27,300,30avgm
446,37,171,69,86,82,16,39,58,57,43,96,41,76,23,59,27,24,278,30avgm
447,66,173,58,73,72,16,36,60,52,42,90,42,79,25,59,25,26,245,60avgm
448,63,163,65,89,88,17,39,55,54,41,93,41,74,26,57,26,28,283,60avgm
449,62,164,55,81,80,15,34,55,50,38,88,40,75,25,56,26,25,256,60sqm
450,38,169,63,79,76,14,36,57,58,42,88,38,78,25,58,26,26,256,30avgm
451,44,163,65,81,79,16,35,52,61,42,95,39,72,30,57,25,26,264,40rtm
452,36,164,63,80,80,17,37,57,52,40,93,38,73,24,57,27,25,261,30bqm
453,63,162,74,98,99,17,42,55,63,42,100,37,69,24,56,28,29,308,60avgm
454,52,164,53,67,66,14,33,56,48,40,85,43,76,27,58,25,31,229,50qm
455,61,164,52,75,72,15,36,54,48,40,85,42,74,31,56,25,27,241,60sqm
456,58,166,68,94,93,16,39,56,54,43,94,43,72,26,56,28,28,298,50avgm
457,66,165,72,101,101,17,37,57,60,40,99,39,73,26,55,27,27,313,60avgm
458,54,170,74,92,92,18,37,59,56,41,99,45,75,31,56,28,23,303,50avgm
459,68,168,63,88,88,15,37,58,54,38,91,39,77,25,56,29,25,278,60avgm
460,64,160,56,74,72,16,35,54,50,35,89,35,70,26,57,26,24,237,60sqm
461,67,183,85,93,89,17,41,63,65,48,103,35,82,30,60,29,28,302,60brtm
462,63,167,59,86,83,16,37,58,50,41,87,33,75,21,58,26,25,261,60sqm
463,57,163,64,81,81,17,37,54,58,44,92,38,72,26,57,27,26,264,50avgm
464,51,169,50,65,65,15,32,55,46,42,81,38,77,27,58,24,23,218,50qm
465,57,167,65,82,81,14,37,58,55,39,93,38,78,32,58,26,28,266,50qm
466,62,163,63,87,89,16,40,57,50,36,91,39,75,24,57,28,26,278,60avgm
467,50,167,76,100,100,17,39,55,61,43,99,43,73,25,57,27,25,319,50avgm
468,62,171,67,82,79,16,38,56,56,40,93,39,75,29,57,27,26,267,60sqm
469,63,163,62,89,88,16,35,56,49,39,91,39,73,27,58,27,27,278,60avgm
470,66,157,62,83,80,17,36,53,55,40,96,42,65,28,56,26,33,267,60sqm
471,64,171,78,92,95,16,39,59,65,41,100,47,78,26,59,28,25,312,60avgm
472,63,164,65,87,85,17,37,55,53,41,91,44,69,29,59,29,27,281,60rtm
473,58,175,68,83,79,16,36,59,55,44,94,40,78,27,59,28,29,270,50avgm
474,56,156,51,76,74,15,37,53,54,38,85,36,69,27,57,27,25,237,50sqm
475,52,172,76,96,95,15,37,56,58,42,98,39,77,29,58,26,26,306,50qm
476,56,157,50,79,75,15,34,52,50,37,84,35,67,25,56,26,29,239,50sqm
477,60,164,48,69,69,15,35,55,45,39,82,36,73,28,55,24,24,222,60sqm
478,58,170,65,89,89,16,38,59,53,40,92,35,76,24,56,27,24,278,50avgm
479,64,156,66,92,93,16,40,51,60,37,93,36,60,28,58,31,24,287,60avgm
480,60,171,67,85,83,17,36,59,54,40,93,39,77,28,57,26,23,274,60avgm
481,66,166,58,82,80,15,35,55,52,40,90,38,74,27,54,26,33,258,60sqm
482,63,174,90,97,94,16,39,57,68,44,108,39,75,24,60,31,28,320,60brtm
483,66,177,71,81,77,16,36,59,57,44,95,40,80,24,59,28,33,269,60brtm
484,62,174,83,93,90,15,40,60,67,41,104,41,79,26,58,29,25,307,60avgm
485,67,182,68,80,74,15,36,59,54,44,93,29,84,19,59,27,26,251,60brtm
486,36,174,64,76,74,16,37,58,55,45,92,33,80,26,59,25,31,247,30avgm
487,59,169,71,91,90,17,37,56,58,42,96,50,74,29,59,26,27,302,50qm
488,59,166,65,85,78,17,39,54,56,38,92,44,75,27,57,27,27,272,50avgm
489,55,168,58,83,83,15,38,57,49,40,88,37,76,29,57,25,26,261,50qm
490,53,176,77,81,78,17,36,60,55,45,99,36,80,24,61,28,25,272,50avgm
491,51,161,65,88,92,15,40,53,54,41,94,34,68,26,57,28,30,279,50avgm
492,44,164,58,73,71,16,38,56,53,43,93,35,74,28,58,28,29,237,40avgm
493,42,166,66,84,81,15,35,55,58,41,93,34,74,26,58,25,25,265,40avgm
494,55,163,58,75,75,15,34,56,54,43,88,34,74,26,56,24,29,242,50qm
495,58,175,67,78,75,15,35,60,57,43,96,38,84,25,55,24,25,258,50qm
496,36,166,64,74,74,16,36,55,56,40,92,34,74,24,57,24,28,246,30avgm
497,42,173,63,77,75,15,34,57,53,44,92,34,78,25,57,26,29,249,40avgm
498,40,127,30,63,60,12,28,41,44,33,70,38,57,24,54,19,27,191,40avgm
499,42,127,29,60,59,12,29,42,42,33,68,37,58,26,52,18,28,185,40avgm
500,40,146,46,78,76,14,32,50,52,37,83,35,68,27,56,24,26,235,40avgm
501,46,152,41,65,61,13,29,51,47,41,80,37,73,23,55,21,35,204,40avgm
502,40,173,79,85,84,16,37,60,66,43,100,41,81,27,58,26,29,289,40avgm
503,40,165,66,75,72,15,35,56,57,41,95,42,74,26,57,27,25,255,40avgm
504,43,174,84,92,93,18,38,60,64,47,100,41,78,23,60,29,27,310,40avgm
505,48,166,61,77,75,14,36,57,53,40,91,44,76,27,56,26,22,257,40avgm
506,35,173,64,74,73,15,36,58,54,46,91,38,77,23,56,27,29,249,30avgm
507,45,172,82,89,85,17,40,56,66,46,104,34,74,26,60,30,27,290,40avgm
508,50,168,77,93,91,16,40,55,66,44,100,34,72,28,58,27,30,295,50avgm
509,48,161,69,90,90,17,39,56,60,40,95,41,72,27,56,26,31,290,40avgm
510,55,166,77,90,91,15,38,56,60,43,96,38,73,25,59,27,24,296,50avgm
511,49,173,62,76,73,14,36,55,52,45,90,34,75,26,60,27,27,245,40avgm
512,40,186,89,90,87,16,38,61,62,48,100,41,85,26,60,28,29,307,40avgm
513,44,192,107,104,103,18,40,69,67,48,113,39,89,25,60,29,22,353,40avgm
514,47,175,82,94,92,15,40,60,65,46,99,43,79,25,57,27,28,311,40avgm
515,26,161,63,89,89,17,38,56,59,40,89,37,69,27,57,28,28,278,20avgm
516,23,159,60,90,88,17,42,55,56,42,91,35,71,27,56,24,26,273,20avgm
517,23,178,81,87,85,17,39,59,62,46,101,40,80,24,58,29,27,293,20avgm
518,25,179,79,89,86,17,39,62,62,48,100,41,83,28,57,27,28,295,20avgm
519,25,172,76,86,84,17,40,58,63,42,97,36,75,29,60,30,26,282,20avgm
520,24,175,65,76,75,16,35,60,55,44,91,35,79,28,57,26,30,251,20avgm
521,24,158,70,87,87,18,38,51,61,42,95,35,67,25,57,25,25,279,20avgm
522,26,174,66,80,78,15,36,58,56,44,93,36,78,29,57,27,28,260,20avgm
523,20,176,60,71,69,15,38,57,50,39,88,34,79,27,60,27,31,234,20avgm
524,24,167,65,81,78,16,35,57,55,43,95,36,73,24,58,27,27,260,20avgm
525,25,172,67,81,81,16,36,55,60,42,95,37,75,28,60,27,28,266,20avgm
526,26,175,76,88,88,17,38,58,60,43,98,35,78,22,57,25,28,287,20avgm
527,29,172,69,81,79,16,39,57,55,46,96,34,78,27,60,25,31,263,20avgm
528,31,170,64,77,75,16,37,60,56,41,93,35,78,25,60,26,25,251,30avgm
529,33,163,67,91,86,16,38,55,54,42,95,33,73,26,60,26,29,277,30bqm
530,26,171,78,86,83,16,37,54,62,45,100,36,72,27,57,27,27,283,20avgm
531,29,166,72,86,84,17,38,55,63,42,96,36,74,28,59,25,25,278,20avgm
532,29,188,83,87,87,17,39,67,60,46,98,36,90,25,58,26,24,293,20avgm
533,26,178,78,80,78,16,38,59,65,48,100,33,80,26,59,27,32,269,20avgm
534,21,164,58,81,82,17,36,55,50,38,88,35,74,26,54,26,28,256,20avgm
535,25,161,87,98,101,17,41,54,69,43,102,33,68,24,57,27,25,319,20avgm
536,26,160,58,87,88,17,38,54,51,43,89,40,71,26,56,25,29,273,20avgm
537,25,176,81,94,93,18,40,58,60,46,102,38,76,23,59,29,27,306,20avgm
538,32,174,61,70,69,16,37,56,52,46,93,40,76,25,59,27,24,240,30avgm
539,25,176,58,69,68,16,35,60,52,46,89,35,82,26,58,26,31,230,20avgm
540,25,169,72,81,81,16,41,55,60,44,97,38,76,24,57,26,28,272,20avgm
541,23,171,77,91,92,18,42,58,55,41,96,32,78,26,58,28,23,292,20avgm
542,67,178,78,88,85,16,38,62,58,47,97,40,83,24,58,27,26,291,60brtm
543,67,161,68,89,89,17,38,57,56,41,96,41,73,27,57,24,27,287,60avgm
544,66,173,63,75,73,16,36,58,56,45,91,38,80,30,55,25,30,249,60brtm
545,68,172,72,86,83,17,38,59,60,43,97,40,79,27,57,26,26,281,60avgm
546,68,166,70,85,84,17,36,56,60,43,97,40,75,27,56,25,27,279,60avgm
547,67,172,71,83,81,16,35,60,62,44,94,40,78,29,59,26,29,275,60brtm
548,69,170,72,84,78,16,35,57,63,43,101,35,80,27,57,28,26,269,60rtm
549,69,170,63,78,77,16,38,56,54,44,91,38,75,24,59,26,31,256,60brtm
550,58,157,61,85,87,17,35,52,52,39,89,36,66,23,55,25,26,269,50avgm
551,69,169,59,72,70,15,37,54,57,41,91,36,74,24,58,26,25,237,60sqm
552,25,170,64,76,75,17,35,59,57,40,94,38,77,25,57,26,25,253,20avgm
553,24,184,70,80,77,16,35,64,58,45,97,33,85,25,56,27,27,260,20avgm
554,25,175,71,82,78,15,35,57,65,44,95,35,76,28,58,29,27,266,20avgm
555,44,161,56,79,77,16,34,55,51,42,88,36,71,28,55,28,26,248,40avgm
556,29,170,74,88,87,15,38,57,61,42,98,39,78,26,58,26,22,288,20avgm
557,47,168,54,73,72,16,33,57,49,39,86,32,76,26,58,25,23,231,40sqm
558,52,178,109,112,104,18,44,63,75,43,117,35,82,28,60,29,26,360,50avgm
559,56,164,56,73,71,15,35,55,55,43,100,34,72,28,57,27,27,234,50avgm
560,45,159,74,98,98,17,43,54,64,39,98,35,65,31,58,31,27,305,40avgm
561,44,172,91,99,95,17,40,58,68,47,109,34,74,28,62,31,30,319,40avgm
562,33,168,66,90,87,16,38,57,62,42,95,34,75,28,57,27,30,277,30bqm
563,38,171,75,89,86,17,39,59,60,43,98,41,75,27,58,27,26,291,30avgm
564,41,166,69,82,80,16,36,55,59,43,97,39,71,25,59,26,28,270,40avgm
565,31,169,98,103,103,18,47,55,75,46,110,42,71,25,60,28,24,346,30avgm
566,34,175,62,71,70,16,36,60,50,47,88,40,78,26,60,27,29,243,30avgm
567,33,169,70,85,86,16,41,58,58,45,94,41,76,26,58,26,25,282,30avgm
568,39,168,51,70,68,15,34,57,47,44,85,38,75,23,56,25,29,227,30avgm
569,35,178,66,77,74,15,35,60,56,41,96,34,83,26,57,26,24,251,30srtm
570,34,168,79,92,90,17,38,56,64,44,99,34,75,27,57,26,27,295,30avgm
571,37,182,81,88,85,16,36,60,64,43,104,38,83,26,59,27,24,292,30avgm
572,40,164,60,80,78,14,35,55,58,40,90,37,72,30,56,28,30,255,40avgm
573,38,173,72,86,83,16,42,61,60,47,105,35,80,26,59,27,28,276,30avgm
574,33,168,64,79,75,16,36,58,58,41,95,33,73,27,58,29,27,251,30avgm
575,35,176,67,78,77,17,36,60,56,44,96,41,81,27,58,25,25,263,30avgm
576,34,170,58,68,67,16,34,59,51,46,89,39,78,27,56,24,32,232,30srtm
577,34,152,70,94,97,17,41,53,58,43,99,40,65,28,60,25,27,301,30bqm
578,31,167,66,79,77,16,37,59,59,42,96,38,76,25,58,26,29,260,30avgm
579,31,176,72,90,86,16,34,60,60,43,99,41,81,29,59,26,28,289,30avgm
580,31,169,62,75,73,16,33,56,56,44,89,38,75,25,59,23,32,248,30avgm
581,29,167,57,70,68,15,35,55,52,40,91,38,73,26,57,25,27,233,20avgm
582,30,165,70,89,88,18,41,57,66,44,96,38,70,23,56,28,25,285,30avgm
583,33,168,72,92,94,18,38,58,55,39,96,39,72,23,57,25,26,297,30avgm
584,35,169,65,78,76,16,36,54,56,42,94,36,72,25,58,26,33,255,30avgm
585,31,173,86,94,92,17,40,62,67,46,105,40,79,28,58,29,27,312,30avgm
586,40,176,69,81,78,15,37,60,61,46,95,37,83,25,58,28,30,265,40avgm
587,50,138,38,65,64,14,30,45,47,36,77,39,63,25,54,23,25,206,50avgm
588,63,171,71,91,90,14,35,59,58,41,97,40,76,26,58,27,21,292,60avgm
589,55,178,63,71,70,16,36,57,53,48,94,37,79,26,59,27,29,241,50avgm
590,53,178,56,72,71,15,34,60,47,44,87,35,82,24,56,29,28,234,50avgm
591,58,179,68,80,77,16,34,59,56,41,97,42,80,28,59,29,27,267,50avgm
592,28,186,85,88,86,18,39,62,68,44,101,40,85,27,60,27,26,299,20avgm
593,24,167,71,84,82,16,37,58,62,43,100,39,77,28,58,27,27,276,20avgm
594,45,177,61,71,70,16,35,59,54,42,88,42,83,27,56,25,29,244,40avgm
595,36,174,59,75,72,16,37,61,58,46,89,35,81,26,56,28,25,241,30srtm
596,29,169,64,75,74,16,34,57,60,44,92,40,76,28,57,25,28,253,20avgm
597,55,167,63,77,74,16,34,58,56,42,94,42,76,24,57,28,30,256,50avgm
598,51,173,56,70,70,15,33,57,52,41,87,40,80,28,56,25,28,236,50qm
599,57,165,63,77,75,17,34,57,56,42,92,40,75,26,56,25,32,255,50qm
600,60,159,70,85,84,17,38,56,64,42,98,36,73,26,58,23,32,275,60avgm
601,33,156,42,63,60,14,32,53,45,39,78,36,74,23,56,24,30,201,30avgm
602,29,159,47,67,64,15,31,53,48,38,82,37,74,27,57,24,34,215,20avgm
603,42,176,95,103,100,17,39,63,71,47,106,37,84,29,57,28,28,335,40avgm
604,56,172,76,93,89,16,39,56,63,41,100,38,76,25,58,31,27,296,50avgm
605,30,176,68,78,76,16,35,59,57,44,94,38,80,26,57,26,29,260,30avgm
606,32,171,54,70,68,15,34,60,50,43,88,33,79,25,57,26,28,225,30srtm
607,30,171,53,68,67,15,33,54,52,42,89,34,75,28,57,24,28,222,30avgm
608,30,163,74,87,85,17,37,55,63,43,99,36,71,29,58,28,30,282,30bqm
609,59,181,68,81,79,16,37,59,57,42,95,32,79,28,58,27,29,260,50avgm
610,25,178,65,74,72,16,34,60,55,42,93,43,83,30,59,27,33,254,20avgm
611,26,163,55,70,68,15,34,55,50,44,88,37,72,26,57,24,33,230,20avgm
612,39,165,52,69,66,15,32,57,50,40,88,39,77,27,55,25,25,226,30avgm
613,59,160,59,76,75,16,34,53,55,42,89,38,69,27,55,25,29,248,50qm
614,38,169,83,90,89,17,40,58,65,44,106,43,75,28,58,27,24,305,30avgm
615,43,168,52,66,64,16,32,56,49,42,87,38,77,25,56,26,24,220,40avgm
616,22,167,66,75,74,16,37,60,57,44,94,35,76,25,57,27,29,250,20avgm
617,22,172,58,71,65,16,33,60,52,42,90,42,80,30,55,27,27,236,20avgm
618,29,168,55,67,66,15,33,56,57,40,89,45,73,30,59,27,31,233,20avgm
619,34,166,58,71,71,16,35,56,52,44,90,40,75,26,58,24,31,240,30avgm
620,40,168,67,80,79,16,37,58,57,42,93,35,77,26,56,26,29,261,40rtm
621,43,167,64,78,73,17,35,57,59,43,94,34,74,26,56,28,33,249,40avgm
622,45,173,78,93,89,16,36,61,65,41,104,35,80,30,57,27,25,295,40avgm
623,41,170,53,69,64,15,32,58,52,40,88,33,82,27,57,26,30,219,40sqm
624,40,173,65,78,75,16,36,59,56,47,96,39,77,26,57,28,29,257,40avgm
